qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
6744,950,821,210,21,18,"1:38.770",null,null
6745,950,835,4,30,19,"1:39.528",null,null
6746,950,837,209,88,20,"1:40.264",null,null
6747,950,836,209,94,21,null,null,null
6748,950,1,131,44,22,null,null,null
6749,951,3,131,6,1,"1:36.119","1:35.337","1:35.417"
6750,951,20,6,5,2,"1:36.555","1:36.623","1:36.123"
6751,951,822,3,77,3,"1:37.746","1:37.140","1:36.536"
6752,951,8,6,7,4,"1:36.976","1:36.741","1:36.663"
6753,951,13,3,19,5,"1:37.753","1:37.230","1:37.016"
6754,951,817,9,3,6,"1:38.091","1:37.569","1:37.125"
6755,951,815,10,11,7,"1:38.006","1:37.282","1:37.212"
6756,951,826,9,26,8,"1:38.265","1:37.606","1:37.459"
6757,951,830,5,33,9,"1:38.123","1:37.510","1:37.583"
6758,951,1,131,44,10,"1:36.006","1:35.820",null
6759,951,832,5,55,11,"1:37.784","1:37.652",null
6760,951,18,1,22,12,"1:38.332","1:37.701",null
6761,951,807,10,27,13,"1:38.562","1:37.771",null
6762,951,4,1,14,14,"1:37.971","1:37.807",null
6763,951,154,210,8,15,"1:38.383","1:38.055",null
6764,951,821,210,21,16,"1:38.678","1:38.115",null
6765,951,825,4,20,17,"1:38.914",null,null
6766,951,835,4,30,18,"1:39.009",null,null
6767,951,831,15,12,19,"1:39.018",null,null
6768,951,836,209,94,20,"1:39.399",null,null
6769,951,837,209,88,21,"1:39.463",null,null
6770,951,828,15,9,22,"1:39.519",null,null
6771,952,1,131,44,1,"1:23.214","1:22.159","1:22.000"
6772,952,3,131,6,2,"1:23.002","1:22.759","1:22.280"
6773,952,817,9,3,3,"1:23.749","1:23.585","1:22.680"
6774,952,830,9,33,4,"1:23.578","1:23.178","1:23.087"
6775,952,8,6,7,5,"1:23.796","1:23.504","1:23.113"
6776,952,20,6,5,6,"1:24.124","1:23.688","1:23.334"
6777,952,822,3,77,7,"1:24.251","1:24.023","1:23.522"
6778,952,832,5,55,8,"1:24.496","1:24.077","1:23.643"
6779,952,815,10,11,9,"1:24.698","1:24.003","1:23.782"
6780,952,4,1,14,10,"1:24.578","1:24.192","1:23.981"
6781,952,807,10,27,11,"1:24.463","1:24.203",null
6782,952,18,1,22,12,"1:24.583","1:24.348",null
6783,952,826,5,26,13,"1:24.696","1:24.445",null
6784,952,154,210,8,14,"1:24.716","1:24.480",null
6785,952,825,4,20,15,"1:24.669","1:24.625",null
6786,952,821,210,21,16,"1:24.406","1:24.778",null
6787,952,835,4,30,17,"1:24.903",null,null
6788,952,13,3,19,18,"1:24.941",null,null
6789,952,828,15,9,19,"1:25.202",null,null
6790,952,831,15,12,20,"1:25.579",null,null
6791,952,836,209,94,21,"1:25.745",null,null
6792,952,837,209,88,22,"1:25.939",null,null
6793,953,817,9,3,1,"1:14.912","1:14.357","1:13.622"
6794,953,3,131,6,2,"1:14.873","1:14.043","1:13.791"
6795,953,1,131,44,3,"1:14.826","1:14.056","1:13.942"
6796,953,20,6,5,4,"1:14.610","1:14.318","1:14.552"
6797,953,807,10,27,5,"1:15.333","1:14.989","1:14.726"
6798,953,8,6,7,6,"1:15.499","1:14.789","1:14.732"
6799,953,832,5,55,7,"1:15.467","1:14.805","1:14.749"
6800,953,815,10,11,8,"1:15.328","1:14.937","1:14.902"
6801,953,826,5,26,9,"1:15.384","1:14.794","1:15.273"
6802,953,4,1,14,10,"1:15.504","1:15.107","1:15.363"
6803,953,822,3,77,11,"1:15.521","1:15.273",null
6804,953,821,210,21,12,"1:15.592","1:15.293",null
6805,953,18,1,22,13,"1:15.554","1:15.352",null
6806,953,13,3,19,14,"1:15.710","1:15.385",null
6807,953,154,210,8,15,"1:15.465","1:15.571",null
6808,953,825,4,20,16,"1:16.253","1:16.058",null
6809,953,828,15,9,17,"1:16.299",null,null
6810,953,835,4,30,18,"1:16.586",null,null
6811,953,837,209,88,19,"1:17.295",null,null
6812,953,836,209,94,20,"1:17.452",null,null
6813,953,830,9,33,21,"1:22.467",null,null
6814,953,831,15,12,22,null,null,null
6815,954,1,131,44,1,"1:14.121","1:13.076","1:12.812"
6816,954,3,131,6,2,"1:13.714","1:13.094","1:12.874"
6817,954,20,6,5,3,"1:13.925","1:13.857","1:12.990"
6818,954,817,9,3,4,"1:14.030","1:13.540","1:13.166"
6819,954,830,9,33,5,"1:14.601","1:13.793","1:13.414"
6820,954,8,6,7,6,"1:14.477","1:13.849","1:13.579"
6821,954,822,3,77,7,"1:14.389","1:13.791","1:13.670"
6822,954,13,3,19,8,"1:14.815","1:13.864","1:13.769"
6823,954,807,10,27,9,"1:14.663","1:14.166","1:13.952"
6824,954,4,1,14,10,"1:15.026","1:14.260","1:14.338"
6825,954,815,10,11,11,"1:14.814","1:14.317",null
6826,954,18,1,22,12,"1:14.755","1:14.437",null
6827,954,826,5,26,13,"1:14.829","1:14.457",null
6828,954,821,210,21,14,"1:15.148","1:14.571",null
6829,954,154,210,8,15,"1:15.444","1:14.803",null
6830,954,832,5,55,16,"1:14.714","1:21.956",null
6831,954,835,4,30,17,"1:15.459",null,null
6832,954,836,209,94,18,"1:15.599",null,null
6833,954,828,15,9,19,"1:15.635",null,null
6834,954,831,15,12,20,"1:16.663",null,null
6835,954,837,209,88,21,"1:17.052",null,null
6836,955,3,131,6,1,"1:43.685","1:42.520","1:42.758"
6837,955,815,10,11,2,"1:44.462","1:43.939","1:43.515"
6838,955,817,9,3,3,"1:44.570","1:44.141","1:43.966"
6839,955,20,6,5,4,"1:45.062","1:44.461","1:43.966"
6840,955,8,6,7,5,"1:44.936","1:44.533","1:44.269"
6841,955,13,3,19,6,"1:45.494","1:44.696","1:44.483"
6842,955,826,5,26,7,"1:44.694","1:44.687","1:44.717"
6843,955,822,3,77,8,"1:44.706","1:44.477","1:45.246"
6844,955,830,9,33,9,"1:44.939","1:44.387","1:45.570"
6845,955,1,131,44,10,"1:44.259","1:43.526","2:01.954"
6846,955,154,210,8,11,"1:45.507","1:44.755",null
6847,955,807,10,27,12,"1:44.860","1:44.824",null
6848,955,832,5,55,13,"1:44.827","1:45.000",null
6849,955,4,1,14,14,"1:45.525","1:45.270",null
6850,955,821,210,21,15,"1:45.300","1:45.349",null
6851,955,831,15,12,16,"1:45.549","1:46.048",null
6852,955,837,209,88,17,"1:45.665",null,null
6853,955,836,209,94,18,"1:45.750",null,null
6854,955,18,1,22,19,"1:45.804",null,null
6855,955,828,15,9,20,"1:46.231",null,null
6856,955,825,4,20,21,"1:46.348",null,null
6857,955,835,4,30,22,"1:46.394",null,null
6858,956,1,131,44,1,"1:06.947","1:06.228","1:07.922"
6859,956,3,131,6,2,"1:06.516","1:06.403","1:08.465"
6860,956,807,10,27,3,"1:07.385","1:07.257","1:09.285"
6861,956,20,6,5,4,"1:06.761","1:06.602","1:09.781"
6862,956,18,1,22,5,"1:07.653","1:07.572","1:09.900"
6863,956,8,6,7,6,"1:07.240","1:06.940","1:09.901"
6864,956,817,9,3,7,"1:07.500","1:06.840","1:09.980"
6865,956,822,3,77,8,"1:07.148","1:06.911","1:10.440"
6866,956,830,9,33,9,"1:07.131","1:06.866","1:11.153"
6867,956,13,3,19,10,"1:07.419","1:07.145","1:11.977"
6868,956,821,210,21,11,"1:07.660","1:07.578",null
6869,956,836,209,94,12,"1:07.565","1:07.700",null
6870,956,154,210,8,13,"1:07.662","1:07.850",null
6871,956,4,1,14,14,"1:07.671","1:08.154",null
6872,956,832,5,55,15,"1:07.618",null,null
6873,956,815,10,11,16,"1:07.657",null,null
6874,956,825,4,20,17,"1:07.941",null,null
6875,956,835,4,30,18,"1:07.965",null,null
6876,956,837,209,88,19,"1:08.026",null,null
6877,956,826,5,26,20,"1:08.409",null,null
6878,956,828,15,9,21,"1:08.418",null,null
6879,956,831,15,12,22,"1:08.446",null,null
6880,957,1,131,44,1,"1:30.739","1:29.243","1:29.287"
6881,957,3,131,6,2,"1:30.724","1:29.970","1:29.606"
6882,957,830,9,33,3,"1:31.305","1:30.697","1:30.313"
6883,957,817,9,3,4,"1:31.684","1:31.319","1:30.618"
6884,957,8,6,7,5,"1:31.326","1:31.385","1:30.881"
6885,957,20,6,5,6,"1:31.606","1:30.711","1:31.490"
6886,957,822,3,77,7,"1:31.913","1:31.478","1:31.557"
6887,957,832,5,55,8,"1:32.115","1:31.708","1:31.989"
6888,957,807,10,27,9,"1:32.349","1:31.770","1:32.172"
6889,957,4,1,14,10,"1:32.281","1:31.740","1:32.343"
6890,957,815,10,11,11,"1:32.336","1:31.875",null
6891,957,13,3,19,12,"1:32.146","1:32.002",null
6892,957,154,210,8,13,"1:32.283","1:32.050",null
6893,957,821,210,21,14,"1:32.237","1:32.241",null
6894,957,826,5,26,15,"1:32.553","1:32.306",null
6895,957,825,4,20,16,"1:32.729","1:37.060",null
6896,957,18,1,22,17,"1:32.788",null,null
6897,957,835,4,30,18,"1:32.905",null,null
6898,957,837,209,88,19,"1:33.098",null,null
6899,957,836,209,94,20,"1:33.151",null,null
6900,957,831,15,12,21,"1:33.544",null,null
6901,958,3,131,6,1,"1:33.302","1:22.806","1:19.965"
6902,958,1,131,44,2,"1:34.210","1:24.836","1:20.108"
6903,958,817,9,3,3,"1:39.968","1:23.234","1:20.280"
6904,958,830,9,33,4,"1:40.424","1:22.660","1:20.557"
6905,958,20,6,5,5,"1:35.718","1:24.082","1:20.874"
6906,958,832,5,55,6,"1:36.115","1:24.734","1:21.131"
6907,958,4,1,14,7,"1:35.165","1:23.816","1:21.211"
6908,958,18,1,22,8,"1:37.983","1:24.456","1:21.597"
6909,958,807,10,27,9,"1:41.471","1:23.901","1:21.823"
6910,958,822,3,77,10,"1:42.758","1:24.506","1:22.182"
6911,958,154,210,8,11,"1:35.906","1:24.941",null
6912,958,826,5,26,12,"1:36.714","1:25.301",null
6913,958,815,10,11,13,"1:41.411","1:25.416",null
6914,958,8,6,7,14,"1:36.853","1:25.435",null
6915,958,821,210,21,15,"1:38.959","1:26.189",null
6916,958,831,15,12,16,"1:37.772","1:27.063",null
6917,958,835,4,30,17,"1:43.965",null,null
6918,958,13,3,19,18,"1:43.999",null,null
6919,958,825,4,20,19,"1:44.543",null,null
6920,958,828,15,9,20,"1:46.984",null,null
6921,958,836,209,94,21,"1:47.343",null,null
6922,958,837,209,88,22,"1:50.189",null,null
6923,959,3,131,6,1,"1:15.485","1:14.839","1:14.363"
6924,959,1,131,44,2,"1:15.243","1:14.748","1:14.470"
6925,959,817,9,3,3,"1:15.591","1:15.545","1:14.726"
6926,959,830,9,33,4,"1:15.875","1:15.124","1:14.834"
6927,959,8,6,7,5,"1:15.752","1:15.242","1:15.142"
6928,959,20,6,5,6,"1:15.927","1:15.630","1:15.315"
6929,959,807,10,27,7,"1:16.301","1:15.623","1:15.510"
6930,959,822,3,77,8,"1:15.952","1:15.490","1:15.530"
6931,959,815,10,11,9,"1:16.169","1:15.500","1:15.537"
6932,959,13,3,19,10,"1:16.503","1:15.699","1:15.615"
6933,959,821,210,21,11,"1:15.987","1:15.883",null
6934,959,18,1,22,12,"1:16.172","1:15.909",null
6935,959,832,5,55,13,"1:16.317","1:15.989",null
6936,959,4,1,14,14,"1:16.338","1:16.041",null
6937,959,154,210,8,15,"1:16.328","1:16.086",null
6938,959,835,4,30,16,"1:16.636","1:16.665",null
6939,959,825,4,20,17,"1:16.716",null,null
6940,959,836,209,94,18,"1:16.717",null,null
6941,959,826,5,26,19,"1:16.876",null,null
6942,959,837,209,88,20,"1:16.977",null,null
6943,959,831,15,12,21,"1:17.123",null,null
6944,959,828,15,9,22,"1:17.238",null,null
6945,960,3,131,6,1,"1:48.019","1:46.999","1:46.744"
6946,960,830,9,33,2,"1:48.407","1:47.163","1:46.893"
6947,960,8,6,7,3,"1:47.912","1:47.664","1:46.910"
6948,960,20,6,5,4,"1:47.802","1:47.944","1:47.108"
6949,960,817,9,3,5,"1:48.407","1:48.027","1:47.216"
6950,960,815,10,11,6,"1:48.106","1:47.485","1:47.407"
6951,960,807,10,27,7,"1:48.080","1:47.317","1:47.543"
6952,960,822,3,77,8,"1:48.655","1:47.918","1:47.612"
6953,960,18,1,22,9,"1:48.700","1:48.051","1:48.114"
6954,960,13,3,19,10,"1:47.738","1:47.667","1:48.263"
6955,960,154,210,8,11,"1:48.751","1:48.316",null
6956,960,825,4,20,12,"1:48.800","1:48.485",null
6957,960,821,210,21,13,"1:48.748","1:48.598",null
6958,960,835,4,30,14,"1:48.901","1:48.888",null
6959,960,832,5,55,15,"1:48.876","1:49.038",null
6960,960,836,209,94,16,"1:48.554","1:49.320",null
6961,960,831,15,12,17,"1:48.949",null,null
6962,960,839,209,31,18,"1:49.050",null,null
6963,960,826,5,26,19,"1:49.058",null,null
6964,960,828,15,9,20,"1:49.071",null,null
6965,960,1,131,44,21,"1:50.033",null,null
6966,961,1,131,44,1,"1:21.854","1:21.498","1:21.135"
6967,961,3,131,6,2,"1:22.497","1:21.809","1:21.613"
6968,961,20,6,5,3,"1:23.077","1:22.275","1:21.972"
6969,961,8,6,7,4,"1:23.217","1:22.568","1:22.065"
6970,961,822,3,77,5,"1:23.264","1:22.499","1:22.388"
6971,961,817,9,3,6,"1:23.158","1:22.638","1:22.389"
6972,961,830,9,33,7,"1:23.229","1:22.857","1:22.411"
6973,961,815,10,11,8,"1:23.439","1:22.922","1:22.814"
6974,961,807,10,27,9,"1:23.259","1:22.951","1:22.836"
6975,961,821,210,21,10,"1:23.386","1:22.856","1:23.184"
6976,961,13,3,19,11,"1:23.489","1:22.967",null
6977,961,154,210,8,12,"1:23.421","1:23.092",null
6978,961,4,1,14,13,"1:23.783","1:23.273",null
6979,961,836,209,94,14,"1:23.760","1:23.315",null
6980,961,18,1,22,15,"1:23.666","1:23.399",null
6981,961,832,5,55,16,"1:23.661","1:23.496",null
6982,961,826,5,26,17,"1:23.825",null,null
6983,961,831,15,12,18,"1:23.956",null,null
6984,961,828,15,9,19,"1:24.087",null,null
6985,961,835,4,30,20,"1:24.230",null,null
6986,961,825,4,20,21,"1:24.436",null,null
6987,962,3,131,6,1,"1:45.316","1:43.020","1:42.584"
6988,962,817,9,3,2,"1:44.255","1:43.933","1:43.115"
6989,962,1,131,44,3,"1:45.167","1:43.471","1:43.288"
6990,962,830,9,33,4,"1:45.036","1:44.112","1:43.328"
6991,962,8,6,7,5,"1:44.964","1:44.159","1:43.540"
6992,962,832,5,55,6,"1:45.499","1:44.493","1:44.197"
6993,962,826,5,26,7,"1:45.291","1:44.475","1:44.469"
6994,962,807,10,27,8,"1:46.081","1:44.737","1:44.479"
6995,962,4,1,14,9,"1:45.373","1:44.653","1:44.553"
6996,962,815,10,11,10,"1:45.204","1:44.703","1:44.582"
6997,962,822,3,77,11,"1:46.086","1:44.740",null
6998,962,13,3,19,12,"1:46.056","1:44.991",null
6999,962,18,1,22,13,"1:45.262","1:45.144",null
7000,962,821,210,21,14,"1:45.465","1:45.593",null
7001,962,154,210,8,15,"1:45.609","1:45.723",null
7002,962,828,15,9,16,"1:46.427","1:47.827",null
7003,962,825,4,20,17,"1:46.825",null,null
7004,962,831,15,12,18,"1:46.860",null,null
7005,962,835,4,30,19,"1:46.960",null,null
7006,962,836,209,94,20,"1:47.667",null,null
7007,962,839,209,31,21,"1:48.296",null,null
7008,962,20,6,5,22,"1:49.116",null,null
7009,963,1,131,44,1,"1:34.444","1:33.046","1:32.850"
7010,963,3,131,6,2,"1:34.460","1:33.609","1:33.264"
7011,963,830,9,33,3,"1:35.443","1:33.775","1:33.420"
7012,963,817,9,3,4,"1:35.079","1:33.888","1:33.467"
7013,963,20,6,5,5,"1:34.557","1:33.972","1:33.584"
7014,963,8,6,7,6,"1:34.556","1:33.903","1:33.632"
7015,963,815,10,11,7,"1:35.068","1:34.538","1:34.319"
7016,963,807,10,27,8,"1:34.827","1:34.441","1:34.489"
7017,963,18,1,22,9,"1:35.267","1:34.431","1:34.518"
7018,963,13,3,19,10,"1:35.267","1:34.422","1:34.671"
7019,963,822,3,77,11,"1:35.166","1:34.577",null
7020,963,154,210,8,12,"1:35.400","1:35.001",null
7021,963,821,210,21,13,"1:35.658","1:35.097",null
7022,963,825,4,20,14,"1:35.593","1:35.277",null
7023,963,826,5,26,15,"1:35.695","1:35.369",null
7024,963,832,5,55,16,"1:35.605","1:35.374",null
7025,963,828,15,9,17,"1:35.816",null,null
7026,963,831,15,12,18,"1:35.949",null,null
7027,963,835,4,30,19,"1:35.999",null,null
7028,963,839,209,31,20,"1:36.451",null,null
7029,963,836,209,94,21,"1:36.587",null,null
7030,963,4,1,14,22,"1:37.155",null,null
7031,964,3,131,6,1,"1:31.858","1:30.714","1:30.647"
7032,964,1,131,44,2,"1:32.218","1:31.129","1:30.660"
7033,964,8,6,7,3,"1:31.674","1:31.406","1:30.949"
7034,964,20,6,5,4,"1:31.659","1:31.227","1:31.028"
7035,964,830,9,33,5,"1:32.487","1:31.489","1:31.178"
7036,964,817,9,3,6,"1:32.538","1:31.719","1:31.240"
7037,964,815,10,11,7,"1:32.682","1:32.237","1:31.961"
7038,964,154,210,8,8,"1:32.458","1:32.176","1:31.961"
7039,964,807,10,27,9,"1:32.448","1:32.200","1:32.142"
7040,964,821,210,21,10,"1:32.620","1:32.155","1:32.547"
7041,964,822,3,77,11,"1:32.383","1:32.315",null
7042,964,13,3,19,12,"1:32.562","1:32.380",null
7043,964,826,5,26,13,"1:32.645","1:32.623",null
7044,964,832,5,55,14,"1:32.789","1:32.685",null
7045,964,4,1,14,15,"1:32.819","1:32.689",null
7046,964,835,4,30,16,"1:32.796","1:32.807",null
7047,964,18,1,22,17,"1:32.851",null,null
7048,964,825,4,20,18,"1:33.023",null,null
7049,964,828,15,9,19,"1:33.222",null,null
7050,964,831,15,12,20,"1:33.332",null,null
7051,964,839,209,31,21,"1:33.353",null,null
7052,964,836,209,94,22,"1:33.561",null,null
7053,965,1,131,44,1,"1:36.296","1:36.450","1:34.999"
7054,965,3,131,6,2,"1:36.397","1:36.351","1:35.215"
7055,965,817,9,3,3,"1:36.759","1:36.255","1:35.509"
7056,965,830,9,33,4,"1:36.613","1:36.857","1:35.747"
7057,965,8,6,7,5,"1:36.985","1:36.584","1:36.131"
7058,965,20,6,5,6,"1:37.151","1:36.462","1:36.358"
7059,965,807,10,27,7,"1:36.950","1:36.626","1:36.628"
7060,965,822,3,77,8,"1:37.456","1:37.202","1:37.116"
7061,965,13,3,19,9,"1:37.402","1:37.214","1:37.269"
7062,965,832,5,55,10,"1:37.744","1:37.175","1:37.326"
7063,965,815,10,11,11,"1:37.345","1:37.353",null
7064,965,4,1,14,12,"1:37.913","1:37.417",null
7065,965,826,5,26,13,"1:37.844","1:37.480",null
7066,965,821,210,21,14,"1:38.053","1:37.773",null
7067,965,835,4,30,15,"1:38.084","1:37.935",null
7068,965,828,15,9,16,"1:38.040","1:39.356",null
7069,965,154,210,8,17,"1:38.308",null,null
7070,965,825,4,20,18,"1:38.317",null,null
7071,965,18,1,22,19,"1:38.327",null,null
7072,965,836,209,94,20,"1:38.548",null,null
7073,965,831,15,12,21,"1:38.583",null,null
7074,965,839,209,31,22,"1:38.806",null,null
7075,966,1,131,44,1,"1:19.447","1:19.137","1:18.704"
7076,966,3,131,6,2,"1:19.996","1:19.761","1:18.958"
7077,966,830,9,33,3,"1:19.874","1:18.972","1:19.054"
7078,966,817,9,3,4,"1:19.713","1:19.553","1:19.133"
7079,966,807,10,27,5,"1:20.599","1:19.769","1:19.330"
7080,966,8,6,7,6,"1:19.554","1:19.936","1:19.376"
7081,966,20,6,5,7,"1:19.865","1:19.385","1:19.381"
7082,966,822,3,77,8,"1:20.338","1:19.958","1:19.551"
7083,966,13,3,19,9,"1:20.423","1:20.151","1:20.032"
7084,966,832,5,55,10,"1:20.457","1:20.169","1:20.378"
7085,966,4,1,14,11,"1:20.552","1:20.282",null
7086,966,815,10,11,12,"1:20.308","1:20.287",null
7087,966,18,1,22,13,"1:21.333","1:20.673",null
7088,966,825,4,20,14,"1:21.254","1:21.131",null
7089,966,828,15,9,15,"1:21.062","1:21.536",null
7090,966,836,209,94,16,"1:21.363","1:21.785",null
7091,966,821,210,21,17,"1:21.401",null,null
7092,966,826,5,26,18,"1:21.454",null,null
7093,966,831,15,12,19,"1:21.692",null,null
7094,966,839,209,31,20,"1:21.881",null,null
7095,966,154,210,8,21,"1:21.916",null,null
7096,967,1,131,44,1,"1:11.511","1:11.238","1:10.736"
7097,967,3,131,6,2,"1:11.815","1:11.373","1:10.838"
7098,967,8,6,7,3,"1:12.100","1:12.301","1:11.404"
7099,967,830,9,33,4,"1:11.957","1:11.834","1:11.485"
7100,967,20,6,5,5,"1:12.159","1:12.010","1:11.495"
7101,967,817,9,3,6,"1:12.409","1:12.047","1:11.540"
7102,967,154,210,8,7,"1:12.893","1:12.343","1:11.937"
7103,967,807,10,27,8,"1:12.428","1:12.360","1:12.104"
7104,967,815,10,11,9,"1:12.684","1:12.331","1:12.165"
7105,967,4,1,14,10,"1:12.700","1:12.312","1:12.266"
7106,967,822,3,77,11,"1:12.680","1:12.420",null
7107,967,821,210,21,12,"1:13.052","1:12.431",null
7108,967,13,3,19,13,"1:12.432","1:12.521",null
7109,967,826,5,26,14,"1:13.071","1:12.726",null
7110,967,832,5,55,15,"1:12.950","1:12.920",null
7111,967,835,4,30,16,"1:13.259","1:13.258",null
7112,967,18,1,22,17,"1:13.276",null,null
7113,967,825,4,20,18,"1:13.410",null,null
7114,967,836,209,94,19,"1:13.427",null,null
7115,967,839,209,31,20,"1:13.432",null,null
7116,967,828,15,9,21,"1:13.623",null,null
7117,967,831,15,12,22,"1:13.681",null,null
7118,968,1,131,44,1,"1:39.487","1:39.382","1:38.755"
7119,968,3,131,6,2,"1:40.511","1:39.490","1:39.058"
7120,968,817,9,3,3,"1:41.002","1:40.429","1:39.589"
7121,968,8,6,7,4,"1:40.338","1:39.629","1:39.604"
7122,968,20,6,5,5,"1:40.341","1:40.034","1:39.661"
7123,968,830,9,33,6,"1:40.424","1:39.903","1:39.818"
7124,968,807,10,27,7,"1:41.000","1:40.709","1:40.501"
7125,968,815,10,11,8,"1:40.864","1:40.743","1:40.519"
7126,968,4,1,14,9,"1:41.616","1:41.044","1:41.106"
7127,968,13,3,19,10,"1:41.157","1:40.858","1:41.213"
7128,968,822,3,77,11,"1:41.192","1:41.084",null
7129,968,18,1,22,12,"1:41.158","1:41.272",null
7130,968,821,210,21,13,"1:41.639","1:41.480",null
7131,968,154,210,8,14,"1:41.467","1:41.564",null
7132,968,835,4,30,15,"1:41.775","1:41.820",null
7133,968,836,209,94,16,"1:41.886","1:41.995",null
7134,968,826,5,26,17,"1:42.003",null,null
7135,968,825,4,20,18,"1:42.142",null,null
7136,968,831,15,12,19,"1:42.247",null,null
7137,968,839,209,31,20,"1:42.286",null,null
7138,968,832,5,55,21,"1:42.393",null,null
7139,968,828,15,9,22,"1:42.637",null,null
7140,969,1,131,44,1,"1:24.191","1:23.251","1:22.188"
7141,969,20,6,5,2,"1:25.210","1:23.401","1:22.456"
7142,969,822,131,77,3,"1:24.514","1:23.215","1:22.481"
7143,969,8,6,7,4,"1:24.352","1:23.376","1:23.033"
7144,969,830,9,33,5,"1:24.482","1:24.092","1:23.485"
7145,969,154,210,8,6,"1:25.419","1:24.718","1:24.074"
7146,969,13,3,19,7,"1:25.099","1:24.597","1:24.443"
7147,969,832,5,55,8,"1:25.542","1:24.997","1:24.487"
7148,969,826,5,26,9,"1:25.970","1:24.864","1:24.512"
7149,969,817,9,3,10,"1:25.383","1:23.989",null
7150,969,815,10,11,11,"1:25.064","1:25.081",null
7151,969,807,4,27,12,"1:24.975","1:25.091",null
7152,969,4,1,14,13,"1:25.872","1:25.425",null
7153,969,839,10,31,14,"1:26.009","1:25.568",null
7154,969,828,15,9,15,"1:26.236","1:26.465",null
7155,969,841,15,36,16,"1:26.419",null,null
7156,969,825,210,20,17,"1:26.847",null,null
7157,969,838,1,2,18,"1:26.858",null,null
7158,969,840,3,18,19,"1:27.143",null,null
7159,969,835,4,30,20,"1:28.244",null,null
7160,970,1,131,44,1,"1:33.333","1:32.406","1:31.678"
7161,970,20,6,5,2,"1:33.078","1:32.391","1:31.864"
7162,970,822,131,77,3,"1:33.684","1:32.552","1:31.865"
7163,970,8,6,7,4,"1:33.341","1:32.181","1:32.140"
7164,970,817,9,3,5,"1:34.041","1:33.546","1:33.033"
7165,970,13,3,19,6,"1:34.205","1:33.759","1:33.507"
7166,970,807,4,27,7,"1:34.453","1:33.636","1:33.580"
7167,970,815,10,11,8,"1:34.657","1:33.920","1:33.706"
7168,970,826,5,26,9,"1:34.440","1:34.034","1:33.719"
7169,970,840,3,18,10,"1:33.986","1:34.090","1:34.220"
7170,970,832,5,55,11,"1:34.567","1:34.150",null
7171,970,825,210,20,12,"1:34.942","1:34.164",null
7172,970,4,1,14,13,"1:34.499","1:34.372",null
7173,970,828,15,9,14,"1:34.892","1:35.046",null
7174,970,841,15,36,15,"1:34.963",null,null
7175,970,838,1,2,16,"1:35.023",null,null
7176,970,154,210,8,17,"1:35.223",null,null
7177,970,835,4,30,18,"1:35.279",null,null
7178,970,830,9,33,19,"1:35.433",null,null
7179,970,839,10,31,20,"1:35.496",null,null
7180,971,822,131,77,1,"1:31.041","1:29.555","1:28.769"
7181,971,1,131,44,2,"1:30.814","1:29.535","1:28.792"
7182,971,20,6,5,3,"1:31.037","1:29.596","1:29.247"
7183,971,817,9,3,4,"1:31.667","1:30.497","1:29.545"
7184,971,8,6,7,5,"1:30.988","1:29.843","1:29.567"
7185,971,830,9,33,6,"1:30.904","1:30.307","1:29.687"
7186,971,807,4,27,7,"1:31.057","1:30.169","1:29.842"
7187,971,13,3,19,8,"1:31.373","1:30.677","1:30.074"
7188,971,154,210,8,9,"1:31.691","1:30.857","1:30.763"
7189,971,835,4,30,10,"1:31.458","1:30.899","1:31.074"
7190,971,826,5,26,11,"1:31.531","1:30.923",null
7191,971,840,3,18,12,"1:31.748","1:31.168",null
7192,971,836,15,94,13,"1:31.995","1:31.414",null
7193,971,839,10,31,14,"1:31.774","1:31.684",null
7194,971,4,1,14,15,"1:32.054",null,null
7195,971,832,5,55,16,"1:32.118",null,null
7196,971,838,1,2,17,"1:32.313",null,null
7197,971,815,10,11,18,"1:32.318",null,null
7198,971,828,15,9,19,"1:32.543",null,null
7199,971,825,210,20,20,"1:32.900",null,null
7200,972,20,6,5,1,"1:34.493","1:34.038","1:33.194"
7201,972,8,6,7,2,"1:34.953","1:33.663","1:33.253"
7202,972,822,131,77,3,"1:34.041","1:33.264","1:33.289"
7203,972,1,131,44,4,"1:34.409","1:33.760","1:33.767"
7204,972,817,9,3,5,"1:35.560","1:35.483","1:34.905"
7205,972,13,3,19,6,"1:35.828","1:35.049","1:35.110"
7206,972,830,9,33,7,"1:35.301","1:35.221","1:35.161"
7207,972,807,4,27,8,"1:35.507","1:35.328","1:35.285"
7208,972,815,10,11,9,"1:36.185","1:35.513","1:35.337"
7209,972,839,10,31,10,"1:35.372","1:35.729","1:35.430"
7210,972,832,5,55,11,"1:35.827","1:35.948",null
7211,972,840,3,18,12,"1:36.279","1:35.964",null
7212,972,826,5,26,13,"1:35.984","1:35.968",null
7213,972,825,210,20,14,"1:36.408","1:36.017",null
7214,972,4,1,14,15,"1:36.353","1:36.660",null
7215,972,835,4,30,16,"1:36.462",null,null
7216,972,838,1,2,17,"1:37.070",null,null
7217,972,836,15,94,18,"1:37.332",null,null
7218,972,828,15,9,19,"1:37.507",null,null
7219,972,154,210,8,20,"1:37.620",null,null
7220,973,1,131,44,1,"1:20.511","1:20.210","1:19.149"
7221,973,20,6,5,2,"1:20.939","1:20.295","1:19.200"
